684,23527636,3884007,14284707,37142858,46504557,1259013,8097166,40770462,12068966,2188296,3040541,20497184,0
11333334,29457346,228471,81325555,37619048,38905773,70379535,7287449,57303375,13409962,57328227,29054055,32322336,1
92,27162948,26537785,5153966,33809525,30395135,4885375,7165992,6918138,17432952,37974452,36824328,20741256,1
8546667,21195501,5465729,48636077,31904763,36778113,49625877,882591,5714286,1724138,7932115,43581086,39702963,0
896,26679915,27065024,67636482,42857143,36474162,59543555,74493915,4670947,6513411,46588345,3040541,3567715,1
13066667,31288838,17926185,69130296,46666667,2705167,63385437,67611337,6886035,22413796,37534593,33783787,19659447,0
88933334,23102468,36731106,4031086,31904763,3586626,34696884,6720647,54253614,10919541,38634238,28378382,13665756,0
9493333,2910765,27592266,10861336,33333334,4316109,9235885,785425,6324237,16283526,12693584,27364865,14940728,0
8546667,23210646,30404216,19358625,30952382,43465045,16533213,7692307,5040128,8237548,28334218,27702704,9786065,1
83733335,24154067,33216166,32729397,30476192,39817625,28606094,7368421,43980736,9195402,45378734,29729733,20332376,0
74533336,23666005,34446397,26994713,2904762,44072944,23126258,757085,49598712,7279693,2939721,28040543,3292712,1
76,2131626,60281193,1040731,32857144,39209723,1086222,8259108,4831461,107279696,14002162,45608112,19495605,0
884,18737578,47275922,1798247,37142858,35562307,19018254,8137651,48956656,6130269,19390429,46959463,25053672,0
92133336,26335254,3356766,17063281,34761906,44376895,14662872,80161935,5136436,17624524,12279383,28378382,24374781,0
10933334,34078845,26362038,9320041,37619048,36170208,8610689,80161935,670947,2586207,6209336,3445946,31573847,1
96533336,2713779,24077328,56578913,37142858,35258356,4881252,7530364,5184591,10536398,62459907,2871622,3527133,0
12093333,3944502,26010543,6954104,33809525,3586626,61555203,81781375,74157304,37739468,42204425,30743244,6299626,0
736,23200583,28295255,16636779,25714287,4285714,14006941,7692307,48796144,5555556,2503528,26689193,111356275,1
11333334,33744246,25307557,9233795,32380953,4042553,75915596,78947365,6693419,26053643,9574254,24662164,33727963,1
1,28433418,2688928,3649019,37142858,3130699,33459985,7408906,49598712,4980843,36361637,33783787,326621,1
1388,3005107,3831283,12083383,41428572,19148935,10040994,73279345,74959874,44061306,635229,25675675,11850121,1
1152,31620923,21616872,68922294,44761902,28267476,61200247,6680162,6388443,22988507,3892748,31081083,40543117,1
74,18224359,5518453,14083011,33333334,3161094,15198862,8299595,47512043,116858244,191705,48986492,2751952,0
856,21386701,5764499,25251934,33333334,37082064,22743943,86639667,56661314,26628354,23789015,320946,2015468,0
13773334,44977233,18453427,29060313,44285715,27355623,26527354,74898785,8138042,5632184,17176475,33445948,33545755,1
87866664,25396866,45518452,2360685,3142857,38905773,2402207,8259108,59711075,13793105,21369793,43243247,31607196,0
8466667,2542957,2741652,32719942,26190478,4255319,2633095,7206477,4574639,59386976,47468063,22972974,15441438,1
10786667,2987748,25834796,8631333,35714287,37689966,7655279,7530364,55698234,1724138,9116068,31081083,23182618,0
10733333,30101386,3251318,41996494,35238096,31003037,4118048,78947365,67415726,26245213,3739164,39864868,19185802,0
892,24274825,37434092,25481994,32380953,36474162,25749982,7975709,53290534,13218392,42336383,4256757,2131736,0
11693333,355858,30404216,234727,31904763,30395135,21601874,7975709,73194224,4521073,15417041,3412162,3845876,0
11813334,3524617,21616872,116602415,36666667,31914893,10543999,7408906,6677368,2586207,8921796,3243243,2520962,1
6346667,14428036,6221441,12389604,2761905,39817625,13208579,87854254,4446228,97701155,15614977,47635135,22944022,0
88,21467207,43760982,21936554,34285715,42249238,21357117,8299595,5617977,9386974,32989387,3918919,19477721,0
952,24380487,4059754,31029687,3,32826746,26979384,8137651,5521669,2586207,27307882,29391894,27595721,0
8506667,22476037,29876977,2343982,3857143,4285714,21016034,7692307,43659714,97701155,2045342,31756762,1705956,0
9533333,22143954,34973636,52198325,34285715,34346503,49404735,7975709,5104334,9195402,4585525,3648649,151208425,0
13306667,32068732,21265379,67941127,47619048,3009118,6148511,6842104,58748,11877396,40100436,3277027,12021374,1
1956,5525422,11072056,150459,56666666,2036474,14095773,7408906,8362761,61111116,5051042,3581081,10663594,1
72,15794107,6801406,15474925,25238097,36778113,1608718,86639667,4831461,14367816,21919615,45270273,27796619,0
96266665,26393116,30931458,8430688,35714287,34954405,7516221,74493915,5617977,12068966,7620549,31418923,17291227,0
9813333,2942464,29173988,4349913,30952382,449848,37571734,80161935,5682183,17624524,3812107,2871622,1224418,0
14213334,3468012,29876977,17313091,35714287,28875378,144417295,77732795,70786524,3659004,9123399,26013514,15723208,1
88933334,2599562,2899824,74213664,35238096,39513677,6230596,77327925,52166927,8045978,65942123,26351354,849337,0
84,22309995,3251318,18940526,2904762,3221884,19400569,7408906,60353136,7088123,2661144,43918926,13679773,0
696,14314826,7012302,13778366,33333334,36170208,15097661,8380567,39807382,9961687,19903597,50675684,24461133,0
8106667,26478654,30052724,26027204,3142857,37689966,22020545,7408906,44783303,6513411,28884043,27027032,9160339,0
1176,271076,31107205,12363131,41428572,39209723,11614104,6842104,71910113,26628354,8313326,3581081,2026344,2
19,3000327,31985942,122123845,41904762,1580547,12523412,70445335,78812206,47892722,1466195,43918926,10,2
10786667,17424338,40421793,35109832,33809525,30699086,37721663,58299583,65650076,13218392,33062699,48648652,20017579,1
836,26669854,17398944,8.91E+03,21428572,24620058,10116332,61133593,7672552,13984674,13269065,5405406,43781456,1
11533333,24410677,34446397,20640236,36190477,72948325,15539946,64777327,55537724,7279693,20196836,18243246,44565063,2
17226666,4286397,2056239,3227224,5428571,3009118,31034538,7004048,7672552,40229887,16378865,38175678,113807626,2
12706667,2912023,2442882,16279083,5619048,56838906,13436093,7125505,68699837,9578544,10637245,25000003,16028836,0
10266667,16090971,5184534,102321915,4809524,2492401,12936462,7125505,58587474,14176247,15424372,6655406,6283551,0
1528,36660042,25834796,8862853,46190476,37689966,7791825,74493915,78170145,41762456,44216778,30067572,4690327,2
1252,27200684,2970123,18873295,5952381,43768996,16892288,5668016,6099518,13409962,12173085,31756762,2096279,1
12626667,20289819,43057996,4024888,5,2705167,48351497,78947365,41733548,197318,8368309,6047297,4237905,2
184,36514127,20913883,17590633,5809524,6139818,13264801,7408906,80256814,31034487,8393967,18243246,12395327,2
113466665,24123877,3374341,16803702,5,4468085,1733832,6801619,49919748,13218392,7314114,44594595,3794178,2
75733334,2814662,3128295,21726454,3142857,43768996,1925439,7975709,60513645,13984674,18987226,30743244,6832927,0
74266665,26388085,3075571,25361185,30476192,36474162,24280697,7692307,60674155,9961687,31816433,375,2635587,0
11266667,2929885,19507909,4025413,37619048,7598784,27241758,7813765,68699837,151341,19793634,1114865,16608631,2
1264,356336,17750439,1610827,552381,3799392,15295564,7287449,7335474,29501918,5391932,36824328,4741482,2
1004,27578053,26010543,3559201,43809524,45288754,30397724,77327925,6757625,1494253,2925059,27702704,4115676,2
6,2184206,46221438,13165924,33809525,4772036,11075865,7246962,51203847,13409962,14222092,26689193,42966274,0
556,26018265,2899824,5.96E+02,2904762,4316109,5.25E+02,77732795,5457463,45977015,7.40E+02,30067572,24797034,0
11186667,27145338,27240774,26567162,42857143,4255319,22740196,7287449,59550565,17049809,18767297,28040543,38705412,2
6306667,19150168,5026362,14759534,29523808,41337383,14479212,76113355,47351518,1302682,2074666,39864868,46032395,0
9053333,2344713,3356766,24664705,34761906,38905773,19081974,77732795,6516854,28544062,12279383,20270275,15155157,1
528,23394299,3075571,18427882,2857143,53495437,15198862,7692307,4157303,47892723,18547367,25000003,5177025,1
11653333,30282524,23022847,25189954,39047617,5866262,19149442,7651821,6436598,1724138,13269065,18918918,18559916,2
652,25532717,26713532,8.93E+03,37142858,3586626,8.35E+02,74898785,61637235,97701155,7.51E+03,35472977,4928797,0
74266665,25432086,370826,26825583,2857143,4285714,24014576,7975709,6324237,22796935,24998626,31756762,8933666,0
792,27278674,28295255,21292598,36666667,43465045,19325606,76113355,6179775,12643678,22726024,3277027,25857417,1
1056,29882511,27065024,8622614,39999998,30395135,7419893,7651821,6837882,30651343,5014387,28378382,5816203,1
95466666,2465974,24956062,5586562,44285715,28875378,56293886,7246962,5906902,9195402,3133992,42229736,22003662,1
94,2317291,44463968,5336438,37619048,24620058,5929992,7975709,55377203,151341,35518575,5202703,5116547,0
82,26448464,34973636,20441692,37142858,36170208,2032262,76113355,5393259,9578544,1895057,4087838,5500134,0
516,23640846,33216166,9.60E+02,2761905,46200606,8.98E+02,76113355,51524884,9003832,9.90E+02,35472977,3382849,0
62266666,20712471,5079086,16045347,26190478,37689966,16548205,83400804,48635635,11877396,23679049,44594595,44097863,0
80133334,27801958,31985942,1959814,39047617,3343465,18062469,76113355,61637235,2375479,2382567,3412162,19384282,0
12386667,32139173,21968365,9028737,46190476,23404254,8243368,74898785,78009635,38888893,4757803,33445948,3370879,2
78,2365594,26713532,18598062,37619048,4255319,17159159,7206477,58426964,116858244,9.38E+02,3412162,27252411,1
7266667,26413244,28646746,12159544,35714287,55927056,9.88E+02,7408906,6019261,107279696,5.75E+03,23986486,36339127,1
114533335,33756825,25659052,924451,43809524,58966565,70263343,757085,69983953,25095788,57988013,18918918,6644065,1
9426667,3102971,17926185,17225059,4238095,3161094,15948497,7165992,6821829,116858244,1158294,3445946,48796604,0
8906667,28151652,2337434,39145853,40952381,36778113,35225376,74898785,600321,11494253,32073017,320946,4198306,1
6853333,22365342,35676622,24707774,32380953,37386018,24112028,7651821,55377203,116858244,22909297,3918919,3015936,0
84133334,25165412,2460457,31815462,37142858,4255319,28467411,74898785,6195827,12068966,19060535,31756762,11772631,1
7413334,26096255,27240774,14951775,33333334,4042553,14344277,74898785,5778491,12835251,13012481,3783784,17043129,1
8573333,27547863,228471,35891405,37619048,38601822,31420975,7368421,65489566,16858236,28810732,29729733,452533,1
7706667,23104984,30228472,13847699,33809525,5866262,1032623,6720647,6195827,1302682,6.30E+02,17567568,29906105,1
604,2352512,30579963,19277737,19523811,4468085,15247588,7935222,50240767,10344829,27417848,21959464,53626325,0
768,25671086,3602812,88463705,3142857,33738598,8301465,74493915,6436598,20689654,991881,3581081,4614404,0
79066664,24866034,28822494,2386107,35714287,39513677,21439577,7125505,5280899,15708815,13818889,320946,18099805,1
448,22428237,40773287,8.92E+03,22857144,48328266,8.10E+03,7651821,4911718,8812261,9.13E+02,3277027,15380702,0
604,21565323,32337433,18601214,32857144,4741641,15911015,7651821,459069,6896552,17191137,28040543,4693683,1
57066668,14516088,5254833,13144914,27142856,37082064,12234052,59109306,34510434,45977015,12169419,347973,44692174,0
696,18279704,3427065,15153472,29523808,30699086,12001665,34817806,48635635,51724136,9.90E+02,21959464,2932114,0
7373333,26883695,27065024,14245838,3,4042553,12807524,757085,6211878,9578544,10923153,320946,23217253,1
72,23432036,27065024,23551174,32857144,4316109,21780662,7165992,56340295,8620689,17924234,3445946,3174768,1
114,30652344,18453427,5542546,4904762,26139814,568786,73279345,6886035,18582378,2316588,43918926,6258464,1
83066665,23957835,32688928,14891897,42857143,38297868,14258069,70445335,5313002,9961687,8.25E+02,375,4509026,1
976,23585498,26713532,16884697,39047617,5531915,13336017,7206477,66292137,10536398,6.93E+03,21621625,221232,1
8493333,28254798,33919156,42415014,3857143,34346503,40184218,7530364,63563406,14559388,27381193,3648649,24466127,0
74933335,2205087,40421793,5453359,27142856,3161094,5769945,785425,4815409,122605376,10468633,46959463,78445755,0
564,19831945,48330402,10701449,21904764,47112456,10678559,8259108,4670947,670498,9.97E+02,41216218,37630852,0
72,23786762,29876977,9.64E+02,35238096,51975685,8.10E+03,7408906,56340295,7471265,5.06E+03,26351354,11604277,1
54933332,22569121,40070295,1038735,30952382,43465045,9.36E+02,76113355,5521669,11111111,10556604,320946,113706775,0
668,2157287,3585237,8.97E+03,30476192,39513677,7.98E+02,67611337,5698234,13218392,6.16E+02,31081083,17149456,1
66933334,24918866,3427065,3017353,24761903,45896652,27886443,8097166,62279296,1494253,36178362,3445946,4385073,0
78266665,276812,2460457,10654178,43333334,39513677,9.64E+02,7165992,6276084,11877396,7.81E+03,3243243,11354728,1
62533334,1779919,5746924,27710106,22857144,36778113,31859512,86639667,44141254,14367816,26391512,5574325,57828866,0
66133335,2559058,29525483,11803425,31904763,46200606,10506143,7287449,54735154,9961687,8.25E+02,31081083,1143528,1
66,19809303,37258348,26837138,34761906,3799392,25004095,757085,43820223,26819928,22872642,35135138,6428605,0
7613333,22264712,31985942,21180194,35238096,46200606,19344346,73279345,6083467,11494253,12682587,33445948,21100195,1
948,26931494,26713532,57149334,37619048,33130696,5205095,7368421,6853933,27011496,4240969,3310811,24144566,2
7413334,2690382,27240774,9.95E+02,34761906,47112456,8.51E+02,73279345,5377207,78544065,7.88E+02,27702704,48269957,0
11373334,40889078,2337434,37965827,35714287,2948328,34182258,785425,79775286,44444448,23693712,320946,17495828,0
6746667,23369141,2688928,19043476,36666667,46200606,16739363,7408906,55377203,10919541,19133845,30067572,4245735,1
74666664,18289769,48330402,3073975,2904762,30699086,30660096,64372456,48796144,9003832,40027127,41216218,46341714,0
12493333,3522353,12653778,8767689,47619048,32522795,7969751,7206477,764045,22030653,3856093,3310811,7732157,2
64,21122544,31985942,11480921,34285715,39209723,10892205,6801619,4927769,670498,4.62E+03,3648649,18285718,1
608,18423104,41827765,8.61E+02,30952382,5288754,6.97E+02,7206477,53451043,670498,7.81E+03,23648652,2997248,1
9773333,33236057,23901582,12081177,37619048,34042552,11216047,74898785,6725521,22413796,6803145,347973,18159574,1
6893333,22413142,3374341,16482355,29523808,34650454,16615673,708502,47993577,8237548,10996463,42229736,21142565,1
692,22465974,31985942,17913136,4047619,662614,13995697,7813765,61316216,10344829,11216392,20945947,27607966,1
856,22443332,33216166,12009323,39047617,5106383,9.54E+02,73279345,53451043,9386974,8.87E+01,21959464,225904,1
73866665,27296284,32864675,47862907,30476192,43465045,44299713,78947365,6388443,1915709,4501219,3445946,514242,0
8493333,28654808,27065024,16939322,39999998,65349543,1302117,73279345,5922953,12643678,12572622,19594596,20973567,2
12013333,30526555,25659052,16560933,4809524,24620058,14797431,6963563,71910113,37547895,7081722,31418923,5355673,1
9613334,26861054,2460457,7048649,45238096,36474162,61331433,74898785,61316216,20306516,5358943,29391894,6316284,1
47333334,20267177,4745167,9.11E+02,32380953,45288754,8.47E+03,8137651,4157303,59386976,14368711,347973,45511868,0
808,2558555,27065024,2213615,33809525,4012158,2038259,70445335,4719101,11494253,13195756,3412162,30005507,1
40413332,5400639,19332162,15165804,39999998,25531912,13289502,7368421,7656501,5747127,910837,30067572,4121669,1
2456,48348385,3427065,1.20E+03,2904762,24620058,9.86E+01,5951417,8603532,4463602,1.54E+03,23986486,2.76E+01,1
2048,43269014,16168717,36802187,5095238,4924012,27024362,49392715,79133224,22413796,22909297,16554056,3256995,2
17306666,3095424,3479789,21336088,41904762,4255319,18273866,7408906,764045,3237548,21358795,28040543,6475325,2
2092,40773353,20738137,42531616,52380955,49848026,34614424,7165992,81861955,2337165,3698477,23986486,39129756,1
14333333,2394274,28295255,1968323,47142854,2917933,22204206,6680162,47030497,10919541,51023588,5371622,69069535,1
35706666,6390601,13356766,9966614,4857143,28875378,94372,74898785,83788127,5766284,5431153,3648649,23461325,2
16146667,23547763,35500878,28825738,36190477,32522795,25798709,48987848,5922953,116858244,28884043,31756762,17838979,0
2592,5118871,12478031,16412182,5428571,3221884,15284695,70445335,8731942,41379315,11344684,35135138,16190246,2
13986667,25867316,40246043,8397072,44761902,24620058,9610778,6963563,5264847,24137934,18726243,554054,30274355,1
12653333,22279806,31810194,2771851,37142858,34042552,30465191,67611337,54253614,11111111,42886203,5101351,773865,1
178,3016428,3427065,13283685,35238096,32522795,11019643,7246962,8057785,34674332,14170775,25337842,93811795,1
13333334,20191702,39718804,14947994,46666667,2492401,16766725,61133593,39004815,10344829,4754504,5304054,78537256,1
21506667,36292738,22144112,1878085,35238096,5258359,163533,74898785,764045,2337165,14881879,29391894,31645216,2
1244,26534,3655536,6949881,4571429,23100302,7922374,64777327,54253614,16475098,11679343,54729736,45902094,1
13013333,2675539,3427065,13592848,45238096,17021278,1406129,40080962,54735154,10536398,2069901,44932434,105480514,1
16346666,29213312,30931458,61183255,5571429,5379939,5265815,7246962,6837882,13793105,672617,28378382,21950658,0
14226666,2399054,2460457,3546595,35238096,21884497,2764656,18218623,7207062,11111111,28590804,20608108,72753645,1
27906665,3891922,31458697,10,40952381,24012156,10,7246962,56500804,3831418,10,41554058,20719185,1
1584,23821983,3760984,1292557,4809524,27963525,13663608,785425,4927769,13601533,22480436,46959463,10299598,1
6861333,10,11599296,25970686,36190477,35562307,18805359,7165992,906902,8888889,9577919,15540539,23751955,2
1892,32647362,26010543,17924692,36190477,4680851,13830777,6518218,80898875,2931035,18034199,19932435,31576265,2
22693333,35799643,2794376,9055105,3857143,3586626,8255737,7125505,73996794,2931035,10336675,3310811,102515884,1
14813334,22752774,38137084,22111673,54761904,23404254,27238384,708502,4670947,116858244,41181754,6351351,14168495,1
92133336,30370575,37785587,9.86E+02,29523808,48024315,9.03E+02,67611337,6805778,14367816,12462658,33445948,10644053,1
31506667,45809957,20210896,13431701,3809524,1762918,11019643,5020242,8539326,45977014,14991844,24662164,10726747,2
3544,3761604,23725834,42198084,4238095,2492401,42743098,62753034,540931,3371648,6646995,42905408,24839468,2
33506668,5328939,14586994,13048478,5,41337383,11238911,70445335,7335474,41187742,75215804,28378382,3385926,2
27426666,4728169,14235501,9661034,47142854,4741641,7970125,7165992,89245594,4061303,65062405,25000003,97535215,2
36,51857907,18101934,2989958,42857143,24620058,28801224,708502,71910113,4961686,14269377,38175678,9002941,2
2852,57234144,10193322,26087292,7380952,34346503,24642395,7368421,8956661,48659006,14222092,3648649,2213029,2
18386666,35668823,23022847,21805242,3809524,4893617,17668911,7004048,8555377,24137934,31266608,23648652,17184254,2
19533333,3390274,24956062,16233596,6333333,33130696,17566885,708502,64686996,22413796,13826586,49324325,8164736,2
19226667,40073964,24780317,1285216,5285714,28267476,12653436,74493915,78009635,38122606,9032128,40202707,49266223,1
37866667,3954565,17574692,55851964,5190476,19148935,64206286,67611337,64526486,2337165,77708336,5574325,8205656,2
17533334,29291302,27768013,17956911,5095238,20668693,20691216,70445335,63402885,21072797,13282627,5608108,1485027,1
30293334,44562128,21792617,2955863,43333334,28571427,27123615,68825907,76886034,4712644,15369023,33783787,761489,2
18986666,3057184,31107205,59198964,61904764,26747718,6542669,7004048,58587474,18390806,8109525,5168919,12994729,1
30666667,41890362,22495607,25906816,42857143,38601822,2001527,64372456,8170144,41762456,13239741,20270275,20937946,2
6256,7756673,10193322,7428027,31904763,32522795,60753092,7246962,81219906,6532567,2864212,24324325,68240175,2
39066666,44896728,2513181,4194439,35238096,33130696,3729025,7004048,7142857,4693487,28260909,31081083,13127317,2
5952,6939042,13181019,17674862,3142857,23404254,15607001,6720647,78170145,68199235,10712021,3040541,5097698,2
50333333,53291905,20913883,26843967,33333334,2492401,22761935,70445335,77849114,5613027,324359,27364865,11097607,2
16106667,31510228,27065024,17143015,50476193,4072948,15990103,7530364,78009635,22413796,18730642,35135138,5066911,1
17146666,3421973,19859402,3.66E+02,25714287,48328266,3.06E+03,6801619,81059384,23563223,5.39E+02,25675675,71093314,2
13373333,31087574,32688928,46467846,35714287,49544075,3975692,7368421,78812206,24521077,669318,28040543,10093369,1
23773333,41555762,14586994,41439623,46666667,23404254,41919246,6842104,78812206,31609198,31952057,4256757,579766,1
36426666,51601297,14235501,4817039,40952381,32826746,42032067,73279345,8057785,4521073,24676062,29729733,91599196,2
16706666,29434702,28119507,46950024,5809524,26139814,5217801,73279345,57303375,17624524,7855873,5202703,117686994,1
16093333,30730334,27240774,8284563,44761902,3221884,8566836,7206477,61476725,19923373,17081173,44932434,55760946,1
13746667,2661702,30404216,58798622,44285715,4285714,57575763,7246962,6581059,122605376,5971079,3952703,14228587,1
14933333,29321492,32864675,13609235,3857143,4680851,11098355,65991896,7431782,20306516,20526731,23986486,18691538,1
1304,22121312,42003512,3865359,43333334,24316108,4656699,7004048,43338683,12643678,10008614,6114865,21060966,1
19973333,3975446,20035148,5718295,44285715,50759876,4230568,59109306,7961477,21455942,47687995,16891897,24185646,2
3316,48773554,16168717,7911635,46190476,25531912,8029759,70445335,72873193,42145595,69376685,42905408,5542746,2
2264,3560341,32337433,17710704,52380955,23100302,15917012,74493915,7239166,55938697,14537324,320946,8608802,2
1196,22418174,3655536,6318971,4047619,26747718,7000472,6842104,59550565,10344829,8786174,5168919,33224676,0
19973333,37060052,15641475,38216162,49523807,18237081,38959686,6720647,70786524,23946361,17803274,43581086,10817819,1
1172,24715087,37434092,15651409,32857144,23708206,15198862,708502,76886034,42337167,1495519,38851357,3024829,2
22893333,5769705,10193322,51253926,47619048,20668693,48854128,7287449,89887637,61494255,2222385,37162167,53278502,2
2232,41435003,2056239,10327471,71904767,30699086,9.35E+02,6720647,8443018,46168587,6.38E+03,3243243,17792258,2
6306667,24793077,2970123,4.67E+03,32857144,6261398,4.09E+03,7125505,7030498,17432952,1.98E+03,29729733,18367349,2
7626667,21016881,3427065,6.23E+02,26190478,4285714,5.29E+03,44534412,6821829,12643678,2.53E+03,27364865,12598978,2
32253334,59782636,16695957,30592784,4571429,18237081,25046824,67611337,93258435,90996176,17077507,24324325,20285495,2
20373334,35766938,2056239,16991848,43333334,46200606,11949191,57085013,8635634,37164754,8.80E+01,13513517,134324785,2
832,31791994,19507909,2.27E+03,29523808,449848,2.36E+02,6923076,7929374,17816092,1.54E+03,44256756,12784924,2
2672,57729757,94903335,9.72E+02,41428572,16109422,7.83E+02,61538464,9422151,64942527,5.31E+02,23310813,4.65E+02,2
76,17200433,40421793,8.75E+03,32857144,4012158,10067606,7165992,600321,18199235,9.38E+02,554054,4550301,2
816,13924879,47100174,3.78E+00,33333334,455927,3.38E+03,7004048,5377207,151341,5.50E+03,31418923,58156714,2
7626667,1917784,3251318,5.73E+02,2809524,27355623,3.85E+03,0,68699837,13409962,1.98E+03,10472972,62426597,1
1788,36740547,2337434,3.61E+03,60952383,39513677,2.90E+02,65991896,89245594,41762456,1.47E+03,22972974,2287942,1
154,30035976,21265379,29169251,45238096,544073,25011592,6923076,72873193,24329504,17960889,28040543,45054015,2
1024,2992025,23022847,1.87E+03,33333334,46504557,1.47E+03,63157886,66292137,16475098,1.98E+03,20945947,24731142,1
31466666,7455534,36906853,18457191,10,7294832,20788893,70445335,10,9003832,46075177,5371622,32563828,2
49213332,6741805,1370826,4369242,5095238,36474165,3663844,5060729,8330658,7222222,19207156,26351354,29450022,2
2956,49679238,7029877,20805164,7285714,12765956,22451587,6923076,9277689,41570884,12242729,48986492,1760889,2
19613333,42245087,14059754,54296385,50476193,20972642,53399168,6923076,9085073,51532567,31468213,40202707,13930981,2
13986667,30710205,2056239,4840497,46190476,38905773,35573957,40890682,7351525,16475098,24778696,16554056,4531194,1
2676,40574604,13181019,4593209,5428571,21276595,44483375,64372456,8138042,36206898,23275847,38513517,6845783,2
2408,52667993,7029877,4.93E+02,41904762,118541025,3.72E+03,5789473,95345104,50383145,2.49E+03,18243246,10537773,2
274,50277996,12829526,12999945,4571429,18237081,10112585,5789473,92455864,56704986,4.84E+03,20608108,40110234,2
25253335,40740648,26362038,14590403,34761906,1550152,9.32E+01,5303643,95345104,7413793,13782233,74324325,31060733,2
2844,4313819,12653778,7.60E+00,41428572,29787233,5.28E+02,64372456,9373996,5747127,4.03E+02,12837839,10639268,2
100266665,25230822,31634447,8.19E+02,34285715,46200606,6.12E+02,52631575,6918138,21455942,7.15E+02,17567568,10292799,2
11466666,31731614,2460457,1.59E+02,39047617,34346503,1.46E+03,68825907,8266452,28735635,1.50E+03,33445948,76497205,2
25053334,5749327,913884,55360228,3857143,23708206,50028056,708502,91653293,605364,24415813,3243243,15368136,2
61466668,2809882,21441124,1.63E+03,10476192,48024315,1.53E+03,7004048,82825047,21455942,1.14E+04,3445946,14685717,2
1072,29563007,21265379,8.35E+02,23333333,38905773,7.98E+03,58299583,6789727,20114943,2.90E+02,37162167,21644144,2
15386666,33487636,22671352,8.14E+02,27142856,14589666,7.82E+02,5506072,71910113,2796935,5.64E+02,3783784,24097846,2
2452,41060153,2056239,46089664,4857143,23100302,37309362,6639675,9101124,60344833,3383245,23648652,93102455,2
22933333,46481672,16168717,26412422,50476193,23708206,22392364,7004048,92455864,66283524,15882557,27364865,87000504,2
11266667,29223377,30404216,1590458,3952381,4924012,13770806,74493915,67736757,21647513,12462658,2871622,35648346,2
10373333,25905055,2056239,6.32E+02,22857144,3799392,5.41E+02,42914972,7560193,15900382,1.32E+03,27702704,26519117,1
11693333,28951672,21441124,2146908,44761902,38601822,18909557,58704454,764045,18582378,11839524,3040541,18148716,2
15853333,3396815,17926185,12205556,47619048,4072948,10889956,7408906,8073836,32758623,80824,31418923,66758506,2
13946667,33527887,14586994,13779417,34285715,23100302,14014437,6234817,7207062,14559388,12499313,43243247,16575299,2
14546667,29661125,28822494,24963047,3952381,36474162,24524329,73279345,7447833,30842915,2125983,39864868,15032557,1
1616,3005107,22144112,35049953,51428574,4072948,33474977,73279345,7383627,26436785,29873725,375,5955203,2
12786667,2585977,21792617,28472769,41904762,34042552,30881239,6963563,5890851,16475098,14332057,49662164,11901948,1
884,24906287,3304042,21266334,27142856,4468085,20408828,74493915,6581059,20114943,15065154,3783784,9302384,1
32626668,4810687,12653778,3.86E+03,5285714,3161094,3.10E+03,6801619,9422151,61111116,2.31E+03,22972974,18474692,2
22946666,49827668,9841827,15186036,70000005,16717325,12762545,63157886,94061,48659006,8.65E+02,26351354,49773216,2
1064,28129008,20386644,4.64E+03,34285715,53495437,4.46E+03,7692307,752809,28735635,1.14E+04,3783784,7429218,2
