0.5277777,0.33333328,0.6440678,0.7083333,3.0
0.66666657,0.41666663,0.71186435,0.9166667,3.0
0.5277777,0.5833333,0.7457627,0.9166667,3.0
0.30555555,0.5833333,0.08474577,0.12499997,1.0
0.16666667,0.66666657,0.06779658,0.0,1.0
0.7222222,0.45833325,0.66101694,0.5833333,2.0
0.47222218,0.37500003,0.5932203,0.5833333,2.0
0.5555556,0.5416666,0.84745765,1.0,3.0
0.8333333,0.37500003,0.89830506,0.7083333,3.0
0.6111111,0.41666663,0.7627118,0.7083333,3.0
0.5555556,0.33333328,0.69491524,0.5833333,3.0
0.19444442,0.41666663,0.10169489,0.04166667,1.0
0.1388889,0.41666663,0.06779658,0.08333334,1.0
0.083333254,0.5,0.06779658,0.04166667,1.0
0.66666657,0.41666663,0.67796606,0.66666675,2.0
0.3333333,0.16666669,0.4576271,0.375,2.0
0.3333333,0.24999994,0.5762712,0.45833334,2.0
0.4166667,0.24999994,0.5084746,0.45833334,2.0
0.3888888,0.33333328,0.5254237,0.49999997,2.0
0.94444436,0.7499999,0.9661017,0.87500006,3.0
0.5833333,0.45833325,0.7627118,0.7083333,3.0
