13043478,6375,0,0,30418256,4.07E+02,28571427,3.54E+02,7900852,67260936,6848307,10132502,72761196,1,7381404,95729016,367923,895686,0
3992095,8,0,0,22813683,7.66E+03,29813658,6.45E+02,68164214,54294977,4270987,10833983,7164179,25882356,8690702,10235641,5918262,844259,0
85375494,975,3333333,5,10836502,30418125,48447203,8.96E+02,67906015,54294977,4712813,10288387,7182836,48235297,83111954,9720177,57276654,85847294,0
6403162,82916665,0,0,53231936,5.49E+02,33540368,6.93E+02,8262329,6807131,58910165,121590026,7070896,37647057,85958254,114874825,48873982,854154,0
11857707,7375,0,0,53231936,6.94E+02,521739,5.48E+03,10973406,97244725,9278351,13951676,7126866,7647059,7912714,1318115,3424082,88117313,0
13043478,65833336,0,0,2851711,5.10E+03,36024842,6.35E+02,8933643,7779579,6480118,12626655,7257462,35294127,8444022,11929308,46356925,8456689,0
18181819,825,0,0,58935363,13003277,310559,6.70E+02,810741,6969205,61119296,11301637,72947764,5529412,8083492,106774665,46432462,8570464,0
6205534,76666665,0,0,8365019,23639959,6335403,12424185,815905,6888168,5670103,12003117,7201492,31764705,85578746,11340206,5177167,84869826,0
6916996,925,3333333,0,49429655,11578565,58385085,13721416,87012656,7536467,5522828,13172252,7257462,0,90132827,124447726,554881,8306441,0
8774704,725,0,0,17110266,3.53E+03,5341614,15009247,90369225,8427876,6480118,123148866,76305974,3058824,81404173,11634757,44541803,8197595,0
3557312,8833333,3333333,0,51330805,10787207,7950311,21271633,1048283,10048622,8541974,12938425,77052236,6352941,75332063,12223859,33066535,83186287,0
65217394,87916666,0,0,53231936,8.41E+02,2608695,4.50E+03,73069975,6320908,4418262,11301637,74253726,10588235,86717266,106774665,58765954,8250707,0
68774706,8375,3333333,0,3422054,6.72E+03,40993787,9.71E+03,85721664,7293355,5964654,12548713,7182836,27058821,86527514,11855671,4987573,8425315,0
34387353,8333333,6666666,0,4752852,8.87E+02,5465838,10499045,7539375,6482983,50810013,11145753,73694026,31764705,83870965,10530192,52432793,83688015,0
6679842,8958333,0,0,53231932,14365477,53416144,9.30E+02,8288149,7374392,53019147,123148866,744403,8235293,8690702,11634757,5483297,8254097,0
29249012,8958333,0,0,7604564,6.61E+02,36024842,7.36E+03,116447195,111831434,86156115,15276696,76492536,14117654,83870965,1443299,40474883,8169879,0
39525693,77916664,3333333,0,30418256,6.26E+02,43478265,9.79E+02,8494707,7050243,6995582,114575215,7070896,80000006,7912714,10824743,4157716,88396096,0
3320158,89166665,0,0,513308,10139372,36024846,9.30E+02,11283243,10534846,8468336,14964926,7462687,23529414,84250474,1413844,40115124,8285171,0
6482214,7291667,0,0,8745244,15860538,44720493,8.47E+03,34521046,32901132,40500736,29696026,6119403,5,21062618,40500736,3072572,1852318,10
24901186,6875,0,0,79847895,9.27E+02,2236026,6.63E+02,35398915,3354943,4131075,3086516,5932836,49882358,23149905,4131075,29405567,17850545,10
78656125,7416667,0,0,3802282,10977531,7080745,7.25E+02,34624323,32901132,40353462,3016368,6044776,48823532,23719165,40353462,2938097,17979127,10
52964425,725,3333333,0,760456,28335012,50931707,9.30E+02,33436614,32171798,37997055,29773965,6399254,4294118,29601517,37997055,2591888,17830078,10
71936756,725,0,0,98859295,14365464,12919253,40080273,3134521,29659644,36450663,27513638,6175373,45058826,28463,36450663,28574014,17445813,10
99604744,75416666,0,0,7414449,20250867,5714285,11140234,33126777,30875203,39248896,28760716,57276124,5035294,24478179,39248896,3074729,17189865,10
20948617,6875,0,0,722434,6.94E+02,5962734,1941495,35321456,3354943,41531667,30397505,5988806,5129412,20303605,41531667,30857325,18345286,10
33596838,7,0,0,6844106,12930676,7950311,22176453,35244,33387357,41163477,30709276,5932836,49882358,23149905,41163477,29654688,17887864,10
98418975,7708333,0,0,5133078,15143922,5093165,8.79E+02,33307514,31118315,38954347,29384255,57649255,48117647,27703986,38954347,28913772,16757381,10
9328063,75416666,3333333,0,2851711,5.52E+01,9813665,25419593,32326362,29983792,3821797,28293064,56902987,49058828,2694497,3821797,3026748,16736439,10
84189725,7625,0,0,41825086,1034163,7204969,12228768,3142267,29335493,36745214,27747467,5895523,46117648,29601517,36745214,29197225,1674055,10
6284585,73333335,3333333,0,8935364,19531446,1142857,25521722,34495223,32576984,40353462,30085737,5914179,49411762,2409867,40353462,2973408,17686912,10
7905138,75,0,0,34220554,7.66E+02,6583849,7.36E+02,34288666,32576984,39617085,3024162,6063433,46823528,2675522,39617085,2788862,17546465,10
85375494,76666665,0,0,14448673,33115055,53416155,15162538,3142267,2893031,36818853,28059235,5615672,46470588,31878558,36818853,2929567,15538979,10
72727275,7375,0,0,60836468,11381743,44720482,9.00E+02,349858,32820097,41163477,30475447,57276124,5105882,2333966,41163477,3004298,17405654,10
25296444,6875,0,0,9885931,1482983,3354037,8.43E+03,34675962,3298217,404271,3016368,6063433,48941177,2333966,404271,294787,18105328,10
9881423,76666665,0,0,100760445,2902437,85714296,16984893,33410794,31037277,39248896,29462197,5634329,49058828,2751423,39248896,2918749,16577114,10
58498025,7125,3333333,0,10646393,32355785,15652172,40747835,27782083,27147487,31369662,24551831,70149255,36941177,33017078,31369662,24779001,1974091,10
67193675,73333335,0,5,10076049,17454363,5962734,17537521,3372063,31604537,39837998,2922837,5802239,50470585,23529412,39837998,3067255,17553954,10
9802371,7875,0,0,8745244,26437412,5590062,8.70E+03,31577587,29659644,36966127,27669522,6007463,46470588,27893737,36966127,29278436,172501,10
9090909,67083335,0,0,39923966,9.20E+03,21863352,3935245,2930545,27714747,3335788,2650039,63059705,39529416,3605313,3335788,24983571,15116824,10
5059289,72083336,3333333,0,76045625,9.18E+02,8074534,13118292,3152595,30470017,36082473,27669522,6604478,4247059,28273243,36082473,2758183,1870142,10
30039525,69166666,0,0,45627356,13444688,48447214,14245118,33746448,32252836,39322534,2922837,6231344,47882354,2333966,39322534,29743084,18529727,10
743083,73333335,0,0,41825112,10120791,6832297,17232698,3382391,32171798,39690724,2915043,6119403,4929412,22201137,39690724,30575457,184114,10
2055336,6875,0,0,6653995,8.87E+03,34782615,14399854,35063258,33144245,41163477,30397505,5895523,5070588,22201137,41163477,3024212,17906104,10
8774704,74583334,0,0,6844105,10414205,4596274,10581319,3268784,3063209,38291606,28682774,58768654,4776471,27134725,38291606,29222646,17107616,10
73913044,74583334,0,0,66539936,9.84E+02,4596274,7.96E+02,3408211,32252836,3976436,29773965,5988806,4847059,24857683,3976436,29230747,17759423,10
8063241,74583334,0,0,4372622,10064805,3602483,8.11E+03,34495223,32658023,40206188,3016368,59701496,48705882,2466793,40206188,29078844,17737743,10
84189725,76666665,0,0,2851711,6.64E+03,44720493,6.97E+03,32455462,29983792,37997055,289166,5597015,47411767,30550283,37997055,2902986,15827638,10
5770751,7125,0,0,779468,17193519,6583851,1152289,3038988,2941653,34830636,2657833,6697761,41647062,2865275,34830636,27866945,1888657,10
27272728,69166666,0,0,7414447,10787223,37267063,8.47E+03,34469402,32820097,404271,29696026,61007464,49882358,21442124,404271,30596185,18492134,10
6798419,74583334,3333333,0,79847895,25861356,34782615,8.69E+02,35166538,32739058,4131075,30943102,55410445,5094118,25426945,4131075,2921254,16712032,10
8458498,7583333,0,0,6844105,5.21E+02,10807453,9.34E+02,3152595,29821718,36671576,27669522,61567163,45294118,28273243,36671576,28924206,17527577,10
66007906,72083336,0,0,15969582,15329281,13043475,130594,3364317,32009724,3888071,2961808,613806,46235293,2694497,3888071,2781955,17751563,10
8932806,7708333,0,0,8935362,23806647,7950312,12228765,32894397,30713126,38586158,289166,57835823,48235297,27324477,38586158,2924689,16866574,10
7944664,7583333,0,0,38022846,7.57E+03,75776376,17955592,2907307,27633712,33578795,25643024,641791,41647062,31499052,33578795,27838665,17647111,10
72727275,7291667,0,0,7414449,1874436,6708072,9.74E+02,3361735,32090762,39027983,29306313,62126863,47058824,24857683,39027983,29042712,1826784,10
97628456,7875,0,0,47528487,9.61E+01,39751556,8.42E+02,32145622,3014587,3748159,28371003,5932836,46352944,28842506,3748159,28666258,16891338,10
99604744,7916667,0,0,10266157,27140263,6335402,16848186,30648077,28606158,35714287,2720187,5951493,44705883,31309298,35714287,2808298,16390318,10
9920949,7916667,0,0,15779467,55410033,12422359,41803014,2809192,26094005,3247423,25331253,6063433,4082353,3643264,3247423,2753682,14577805,10
8972332,75,0,0,49429666,6.26E+02,52173898,8.60E+03,34314483,32090762,4013255,3024162,5708955,4917647,26565462,4013255,28958246,16849391,10
3992095,7,3333333,0,6273764,15439446,54658387,13573145,34288666,32739058,39617085,30085737,6175373,46823528,25616696,39617085,28268683,18026511,10
9249012,7708333,0,0,5703422,13444683,49689434,8.28E+02,32946035,30470017,3880707,29072484,5578358,49058828,2808349,3880707,29423782,16276914,10
43083003,7125,0,0,8174907,1809005,57142865,11243558,32326362,31118315,37334314,28137177,64738804,44823533,2580645,37334314,28764573,1870391,10
8221344,75,0,5,10456274,23230198,1279503,4379542,3361735,32009724,3888071,2954014,61567163,46352944,26565462,3888071,27976418,18118794,10
9249012,76666665,0,0,6463878,21115695,67080714,12539976,3369481,3119935,39543447,2985191,55410445,4917647,28273243,39543447,29058507,16168128,10
92885375,7583333,0,0,9125471,17006316,9068322,23627954,34237024,31604537,40574375,30007794,54291046,5164706,25426945,40574375,30314395,16431277,10
7075099,7291667,3333333,0,51330846,18131612,4347825,12851156,34598503,32820097,4064801,2985191,6007463,5035294,2163188,4064801,30616122,18233217,10
71146244,7291667,3333333,0,10076049,2734071,45962725,12109997,34030467,32171798,4005891,29384255,59701496,50117654,2239089,4005891,30702683,18058191,10
51778656,7125,0,0,30418266,6.61E+03,4720497,12783497,3033824,29335493,34830636,2650039,66791046,41882354,28463,34830636,2807636,18917094,10
5217391,7083333,0,0,8174907,21826057,10683228,20665054,28763232,27552673,3284242,25565082,65858203,39529416,3320683,3284242,2656194,17556949,10
8932806,76666665,3333333,0,8555134,22572463,7826088,20836869,33281696,3119935,3880707,29384255,5839552,47529408,27893737,3880707,28449497,16875564,10
55731225,71666664,3333333,0,3422053,8.76E+03,34782603,10717044,30105862,29335493,34462446,2618862,6847015,4117647,27893737,34462446,28154,19414325,10
6561265,74583334,0,0,10456276,8.61E+02,11304348,20083361,35605475,32739058,41899854,31644583,52238804,517647,27324477,41899854,29895782,15637717,10
8695652,67083335,0,0,456274,9.02E+03,20496894,42245532,29512006,27714747,33946982,2650039,61567163,41411766,345351,33946982,26545405,15404896,10
55731225,725,3333333,0,779468,17838503,6956522,8.42E+02,33333334,32009724,38586158,28994545,636194,46235293,2466793,38586158,28914437,18571682,10
78656125,7583333,0,0,8745249,20573721,103105575,25915117,28711593,2730956,33136967,25331253,6455224,4117647,31878558,33136967,27987626,17600042,10
69960475,725,0,0,8935364,18214522,6956522,16425397,34185386,32090762,40206188,29773965,5802239,50117654,2409867,40206188,30003616,17425704,10
91699606,775,0,5,1330798,2809477,44720493,9.12E+03,34675962,32333872,4072165,30475447,5615672,5035294,25616696,4072165,29465598,1680098,10
6640316,7291667,0,10,7984793,16738492,12298137,18168977,34469402,32576984,40500736,2985191,5932836,50235295,22580646,40500736,30344796,17959426,10
4624506,70416665,0,0,66539936,1494367,6956522,7.85E+02,3384973,32171798,39101622,2985191,61007464,46352944,27134725,39101622,27882218,17595996,10
9209486,7625,0,10,4942969,1967553,8571428,2228481,3390137,31361425,39985272,2985191,55037314,5035294,2675522,39985272,29836866,16322906,10
55731225,7125,3333333,0,3802282,8.41E+03,6211179,14795887,304157,2941653,35051548,26422447,66791046,42588234,27324477,35051548,28686288,19124784,10
94466406,76666665,0,0,6463878,1177209,40993813,12330773,34056288,315235,40206188,29929852,55037314,5070588,2618596,40206188,3003628,16471182,10
88142294,74583334,0,0,9885931,21539484,6708076,13344049,33100954,30956239,3888071,28994545,5802239,48705882,2637571,3888071,2956214,1709404,10
68379444,7375,0,0,9885931,2904382,80745324,16123443,35140717,33144245,4108984,30709276,5839552,5,23908918,4108984,29399088,17612293,10
9920949,76666665,0,0,8935364,21088931,832298,15906855,33230054,30956239,38954347,29306313,5708955,4847059,27703986,38954347,28878826,16662095,10
58498025,725,0,0,53231932,10769736,6832297,13888929,34391943,33063206,3946981,3024162,6324627,45647058,25996205,3946981,2758892,18322453,10
4624506,7125,3333333,0,60836513,13046658,5590066,10285797,3137103,30388978,36008838,27357754,6660448,4282353,27134725,36008838,28187475,19029102,10
6679842,7416667,0,0,77946775,13346287,54658387,12873632,35631293,33387357,4197349,31021044,5652985,52000004,22580646,4197349,30134642,17379627,10
715415,7291667,3333333,0,12547527,20610294,39751526,8.95E+02,3377227,31928688,39690724,2922837,5988806,49529412,23149905,39690724,30452195,17981897,10
3557312,67083335,0,0,14638782,4425611,14906828,5309385,31216112,2941653,3622975,27591583,61007464,44588235,29981023,3622975,27804413,1664898,10
90118575,76666665,0,0,14258553,22969376,91925465,16212845,33255875,30956239,39027983,29306313,56902987,48705882,2751423,39027983,29027814,16644752,10
6956522,74583334,0,0,323194,8.35E+02,31055909,6.87E+02,36534986,34521878,42783508,31800467,57835823,517647,2163188,42783508,29773334,17766285,10
94466406,75416666,0,0,8174902,6.52E+02,9813665,1716547,32042345,29578605,3851252,27513638,5615672,517647,2333966,3851252,32560807,17251237,10
92885375,7625,0,0,9125473,19483177,5465836,12963129,3493416,32252836,4138439,30631334,5373134,5235294,24857683,4138439,30066735,16450481,10
45849803,7083333,3333333,0,6273764,1253135,6708076,14821913,3268784,31361425,37702504,28604832,6380597,44941175,26565462,37702504,28328654,18384264,10
7312253,7375,0,0,627376,12710369,43478232,9.05E+03,3483088,32901132,4072165,30397505,5895523,49647057,23908918,4072165,29477406,17639689,10
31620555,6666667,0,0,5133078,10139362,6211179,11844517,32016525,29902753,37923416,27747467,5858209,49058828,25237194,37923416,30794257,17349543,10
74703556,7375,0,0,6844109,15765278,50931666,1285116,34650144,32576984,40942565,29929852,5802239,5152941,21821633,40942565,30923617,17788681,10
9604743,7625,0,0,58935355,11529684,50931677,1469788,34675962,3241491,40868926,3024162,5671642,5105882,23908918,40868926,30085307,17162947,10
8063241,7625,0,0,55133067,12103327,120496884,21953734,28789052,27066448,33431515,2548714,6231344,42235294,32447818,33431515,28055963,16898867,10
34387353,70416665,0,0,5133078,9.45E+03,8571425,20836862,35140717,3298217,4131075,30631334,57276124,5105882,2333966,4131075,3009182,17383176,10
24110672,69166666,0,0,43726265,8.87E+03,37267093,6.80E+02,35605475,33792543,41826215,30709276,5951493,51411766,20493358,41826215,30621472,18268146,10
39525693,6666667,0,0,66539936,12288578,81987575,22555557,31913248,29902753,37334314,28059235,5932836,46705884,28273243,37334314,28798285,16976753,10
6640316,74583334,0,0,106463894,18245515,6459628,15105249,36638266,3419773,43078056,32112238,54850745,52705884,23149905,43078056,2970586,16944836,10
12252964,675,0,0,58935348,17964708,20124222,4868604,3038988,2884927,35051548,26890102,63059705,42705885,3092979,35051548,26691392,17548734,10
8063241,74583334,0,0,4372622,10064805,3602483,8.11E+03,34495223,32658023,40206188,3016368,59701496,48705882,2466793,40206188,29078844,17737743,10
80237156,7625,0,0,8935362,19415418,1142857,24645901,28608313,26985413,32989693,2548714,63059705,40941176,33776093,32989693,27541482,16770725,10
7351779,104166664,0,0,13307983,2.53E+02,11180121,2.01E+03,5241415,34846026,86156115,33515196,69589555,30588236,43833017,86156115,6486569,1589621,20
8853755,104166664,0,0,1520913,2.74E+03,8695653,2.36E+02,55254325,36466774,9057438,35853468,6865671,31411764,4345351,9057438,63492066,1572815,20
8735178,55833334,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
9525692,5708333,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
49011856,575,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
78656125,83333336,0,0,7224334,1233447,11304346,19320425,7849213,60777962,10972018,6235386,6865671,3,4573055,10972018,5009438,14642881,20
8695652,79166666,0,0,36121674,8.61E+03,37267078,11779262,59127294,44570502,86892486,43647703,7145522,27882355,4629981,86892486,5185864,16522783,20
94466406,21666667,0,0,1901141,5.49E+02,8695657,2.81E+03,62483866,4619125,9278351,45985967,70149255,2917647,45540798,9278351,54770046,15484159,20
53754944,5416667,0,0,1901141,1.37E+03,1242236,9.82E+01,2.58E+03,0,7.36E+01,0,83208954,13411765,5768501,7.36E+01,11111111,15944853,20
743083,2375,0,0,3802282,5.89E+02,23602486,3.85E+03,4802479,41329008,6848307,32735776,77238804,24117649,46489564,6848307,534151,21218622,20
8735178,2125,0,0,9505705,2.53E+03,14906832,4.02E+02,44668216,29983792,75846836,25720967,7182836,2917647,43833017,75846836,68080807,16956207,20
5019763,5541667,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
7312253,32916668,0,0,15209125,14676676,14906832,3.40E+03,699716,55105347,994109,53000778,70895517,28941178,4516129,994109,5339284,16404328,20
7233202,55833334,0,0,24714831,6.17E+02,4968944,1.96E+01,38729669,24311184,8100147,7.79E+02,8227612,15294118,5559772,8100147,5277778,18856749,20
8102767,4166667,0,0,8935361,14943667,10062111,24223977,7978312,61588332,11708396,57677317,6828358,32941177,41366223,11708396,5437747,16447027,20
7944664,21666667,0,0,13307991,3.30E+02,9937893,1.96E+03,42344436,29173419,6995582,25720967,72947764,27411765,45540798,6995582,65353537,16781315,20
770751,35,0,0,58935355,11332012,29813666,9.12E+02,53188745,49432736,71428575,37412316,7910448,23176472,46110055,71428575,51256585,2173899,20
78656125,8333334,0,0,608365,18734311,62111774,1.81E+03,6480764,44570502,10530192,4130943,6735075,34117648,4041746,10530192,63273925,16285007,20
8774704,57916665,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
7905138,9583333,0,0,14638785,30836172,9937893,2.91E+03,9579138,713128,13843888,740452,63432837,35882354,41555977,13843888,5448579,14795275,20
90909094,33333334,0,0,17110264,2.81E+03,12422356,1.24E+03,4182804,33225283,6480118,25720967,76119405,2517647,45920303,6480118,62065095,18622287,20
67193675,325,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
78656125,56666666,0,0,7604563,5.49E+03,9937889,4.97E+02,20655822,16207455,2945508,15588464,8302239,1364706,57495254,2945508,11111111,15944853,20
68379444,5875,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
8181818,9583333,0,0,5893537,17454361,9937889,3.62E+03,10069714,7860616,13917527,81060015,6492537,34,43074,13917527,479958,14803484,20
8577075,56666666,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
7351779,3125,0,0,36121674,10717157,6832297,183379,467338,34035657,7216495,31956352,73134327,2647059,4686907,7216495,5942257,16615033,20
99604744,57916665,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
6679842,55,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
61264825,59583336,0,0,9505704,3.30E+02,17391302,3.93E+03,12135296,72933547,23564065,46765395,7966418,18941177,5237192,23564065,8388889,17727621,20
6956522,9166667,0,0,5703422,15907953,96894406,21452054,60934678,47001623,86892486,4676539,7182836,27058825,47248578,86892486,547103,16587424,20
9802371,19583334,0,0,45627378,9.51E+03,62111774,2.36E+03,61709266,4376013,96465394,42088855,69029856,3129412,43263757,96465394,6077675,16096842,20
715415,11666667,0,0,18821295,5785704,13664593,6.35E+02,6635683,53484604,9499264,4832424,72388065,28470588,44402274,9499264,5760211,16921365,20
6086956,12083333,0,0,64638786,20900602,12422357,9.82E+01,8778725,89141,10309279,7014809,83208954,14117648,56546485,10309279,11666667,24735,20
8656126,20833333,0,0,9505703,1.37E+03,124223605,1.96E+03,4802479,33225283,7952872,28838659,7164179,29411766,43643266,7952872,65589225,16867119,20
8102767,22083333,0,0,19011389,1.37E+03,62111793,9.82E+01,3976246,26742302,6848307,21823851,73134327,27882355,4459203,6848307,6979798,17270549,20
6284585,35,0,0,110266164,35740256,49689445,2.91E+02,149754705,15397083,16936673,12470772,83208954,14470589,5597723,16936673,10119048,23759423,20
8102767,20833333,0,0,19011406,4.07E+02,11180121,3.31E+03,49315777,34035657,81001475,30397506,7126866,29529414,43833017,81001475,64589113,16711691,20
7075099,54583335,0,0,57034227,2.81E+03,2484472,1.24E+03,7.75E+02,0,22091311,0,82835823,13882354,573055,22091311,22222222,15944853,20
6205534,59583336,0,0,32319393,10925956,4968943,2.91E+03,43893624,3241491,8100147,15588464,82462686,15058824,55787474,8100147,2777778,19860491,20
90909094,79166666,0,5,24714828,7.18E+02,67080736,20174312,49057577,34846026,7731959,32735776,7201492,27882355,4573055,7731959,6137184,16735888,20
9525692,225,0,0,19011399,2.74E+03,22360247,3.04E+03,62225666,44570502,9499264,44427123,6921641,3035294,4459203,9499264,5834605,15483467,20
63241106,325,0,0,15969582,5159149,37267113,2.01E+02,21688614,2106969,2503682,18706158,8227612,15294118,5559772,2503682,976431,19368105,20
9525692,5708333,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
541502,5541667,0,0,30418253,8.68E+03,62111802,3.85E+02,46475604,4051864,66273934,3117693,82835823,14235294,5673624,66273934,37037036,19136673,20
88932806,32916668,0,0,26615968,6.26E+03,8695651,1.81E+03,5009037,37277147,802651,30397506,72947764,28823528,43263757,802651,6410182,17705055,20
46640316,59166664,0,0,1730038,55856793,12422348,9.82E+01,23495998,21880064,25773196,22603273,8152985,14823529,5711575,25773196,8501683,13807392,20
77470356,5541667,0,0,32319393,7.18E+02,8695651,3.54E+03,4905758,24311184,11045655,7.79E+02,8152985,16235295,54838705,11045655,8611111,17748833,20
50988144,55833334,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
7351779,325,0,0,1026616,16189533,24844717,7.70E+02,58869097,4619125,86156115,42088855,72761196,2764706,45351043,86156115,548545,16792823,20
69960475,1,0,0,15209128,3.47E+03,8695647,1.81E+03,9398399,7536467,12739322,7638348,6753731,31411764,4459203,12739322,4592879,14955418,20
6798419,34166667,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
8774704,2125,0,0,11406847,3.01E+03,9937887,3.62E+03,44926416,29983792,75846836,26500389,7164179,29058823,44212523,75846836,6703704,16711691,20
66007906,12083333,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
63241106,5541667,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
8853755,32916668,0,0,13307987,2.53E+03,12422361,3.29E+02,45959204,34035657,7437408,27279813,73694026,27882355,44022772,7437408,65115255,17739974,20
743083,5416667,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
5256917,5708333,0,0,3802282,1.74E+03,1242236,9.82E+01,2.58E+03,0,7.36E+01,0,83208954,13411765,5768501,7.36E+01,11111111,15944853,20
65217394,104166664,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
9486166,55833334,0,0,0,0,0,1.15E-04,0,0,0,0,8339552,13176471,57874763,0,0,5110544,20
798419,20833333,0,0,5703425,2.81E+02,16149065,3.20E+03,4879938,32414913,81737846,29618083,70522386,3011765,43643266,81737846,66625965,16384554,20
